target,outer_fold,inner_fold,config_id,selection_metric,selection_metric_value,final_train_loss,hidden_dim,dropout,learning_rate,weight_decay,batch_size,threshold,activation,hamming_loss,exact_match,precision_micro,recall_micro,f1_micro,f1_macro
GDS_R1,1,2,12,f1_macro,0.3054545454545455,0.28407113174064047,32,0.3,0.001,0.0,32,0.5,leaky_relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,1,3,12,f1_macro,0.3060109289617486,0.2848548166316558,32,0.3,0.001,0.0,32,0.5,leaky_relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,1,f1_macro,0.3055555555555555,0.28392083930368184,32,0.3,0.001,0.0,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,1,f1_macro,0.3054545454545455,0.3006671071052551,32,0.3,0.001,0.0,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,1,f1_macro,0.3060109289617486,0.2973824508825139,32,0.3,0.001,0.0,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,2,f1_macro,0.3055555555555555,0.3790699959302149,16,0.3,0.001,0.0,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,2,f1_macro,0.3216228216228216,0.32215917790496107,16,0.3,0.001,0.0,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3216228216228216
GDS_R1,2,3,2,f1_macro,0.3060109289617486,0.2796607230676079,16,0.3,0.001,0.0,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,3,f1_macro,0.3055555555555555,0.22647965460264383,64,0.3,0.001,0.0,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,3,f1_macro,0.3054545454545455,0.2420561436638736,64,0.3,0.001,0.0,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,3,f1_macro,0.3060109289617486,0.2298062682663476,64,0.3,0.001,0.0,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,4,f1_macro,0.3055555555555555,0.26362994824137004,32,0.2,0.001,0.0,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,4,f1_macro,0.3054545454545455,0.29285901864903086,32,0.2,0.001,0.0,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,4,f1_macro,0.3060109289617486,0.2661805181347545,32,0.2,0.001,0.0,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,5,f1_macro,0.3055555555555555,0.29065427800186544,32,0.5,0.001,0.0,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,5,f1_macro,0.3054545454545455,0.28118504213806766,32,0.5,0.001,0.0,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,5,f1_macro,0.3060109289617486,0.2795789269746049,32,0.5,0.001,0.0,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,6,f1_macro,0.505039297272307,0.17418569227477082,32,0.3,0.01,0.0,32,0.5,relu,0.0758082497212932,0.8862876254180602,0.8862876254180602,0.8862876254180602,0.8862876254180602,0.505039297272307
GDS_R1,2,2,6,f1_macro,0.5091338921126155,0.18482751324272795,32,0.3,0.01,0.0,32,0.5,relu,0.06599552572706935,0.889261744966443,0.9106529209621993,0.889261744966443,0.899830220713073,0.5091338921126155
GDS_R1,2,3,6,f1_macro,0.4738396989905406,0.1958410488301186,32,0.3,0.01,0.0,32,0.5,relu,0.07744107744107744,0.8754208754208754,0.8904109589041096,0.8754208754208754,0.8828522920203735,0.4738396989905406
GDS_R1,2,1,7,f1_macro,0.3055555555555555,0.271351427991851,32,0.3,0.001,0.0001,32,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,7,f1_macro,0.3054545454545455,0.3237713787379681,32,0.3,0.001,0.0001,32,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,7,f1_macro,0.3060109289617486,0.26298791230024404,32,0.3,0.001,0.0001,32,0.5,relu,0.10101010101010101,0.8484848484848485,0.8484848484848485,0.8484848484848485,0.8484848484848486,0.3060109289617486
GDS_R1,2,1,8,f1_macro,0.3055555555555555,0.22498364478600125,32,0.3,0.001,0.0,16,0.5,relu,0.10256410256410256,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.3055555555555555
GDS_R1,2,2,8,f1_macro,0.3054545454545455,0.2274980052755583,32,0.3,0.001,0.0,16,0.5,relu,0.1029082774049217,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.8456375838926175,0.3054545454545455
GDS_R1,2,3,8,f1_macro,0.3071297989031079,0.21772471384786482,32,0.3,0.001,0.0,16,0.5,relu,0.09876543209876543,0.8484848484848485,0.8542372881355932,0.8484848484848485,0.8513513513513514,0.3071297989031079
GDS_R1,2,1,9,f1_macro,0.5757575757575757,0.2738018409043801,32,0.3,0.001,0.0,32,0.4,relu,0.10367892976588629,0.842809364548495,0.8301282051282052,0.8662207357859532,0.8477905073649754,0.5757575757575757
GDS_R1,2,2,9,f1_macro,0.4532806324110672,0.263609263420905,32,0.3,0.001,0.0,32,0.4,relu,0.10738255033557047,0.8422818791946308,0.827922077922078,0.8557046979865772,0.8415841584158417,0.4532806324110672
GDS_R1,2,3,9,f1_macro,0.6082331511839708,0.28032446656394844,32,0.3,0.001,0.0,32,0.4,relu,0.09652076318742986,0.8484848484848485,0.8392282958199357,0.8787878787878788,0.8585526315789473,0.6082331511839708
GDS_R1,2,1,10,f1_macro,0.30891330891330887,0.24772343928573512,32,0.3,0.001,0.0,32,0.6,relu,0.09587513935340022,0.8461538461538461,0.863481228668942,0.8461538461538461,0.8547297297297297,0.30891330891330887
GDS_R1,2,2,10,f1_macro,0.30647130647130644,0.25942021408337074,32,0.3,0.001,0.0,32,0.6,relu,0.10067114093959731,0.8422818791946308,0.8537414965986394,0.8422818791946308,0.8479729729729729,0.30647130647130644
