target,outer_fold,example_id,class,mean_probability,std_probability,predicted_label,threshold
GDS_R4,4,1,1,0.11428993940353394,0.0567801408469677,0,0.5
GDS_R4,4,1,2,0.839741051197052,0.05141614004969597,1,0.5
GDS_R4,4,1,3,0.012852916494011879,0.021052565425634384,0,0.5
GDS_R4,4,2,1,0.20734195411205292,0.04470973089337349,0,0.5
GDS_R4,4,2,2,0.7600038647651672,0.04094073548913002,1,0.5
GDS_R4,4,2,3,0.007197902072221041,0.009603660553693771,0,0.5
GDS_R4,4,3,1,0.13323260843753815,0.04150126874446869,0,0.5
GDS_R4,4,3,2,0.8096103072166443,0.04773802310228348,1,0.5
GDS_R4,4,3,3,0.02238903008401394,0.0315888375043869,0,0.5
GDS_R4,4,4,1,0.23870684206485748,0.06000397354364395,0,0.5
GDS_R4,4,4,2,0.721693754196167,0.04800361767411232,1,0.5
GDS_R4,4,4,3,0.011204857379198074,0.0460950993001461,0,0.5
GDS_R4,5,0,1,0.17470255494117737,0.04319531470537186,0,0.5
GDS_R4,5,0,2,0.8066631555557251,0.04670775309205055,1,0.5
GDS_R4,5,0,3,0.006699983961880207,0.00859894324094057,0,0.5
GDS_R4,5,1,1,0.2222985029220581,0.04925737529993057,0,0.5
GDS_R4,5,1,2,0.7528572082519531,0.048984576016664505,1,0.5
GDS_R4,5,1,3,0.006783223710954189,0.00988580659031868,0,0.5
GDS_R4,5,2,1,0.10499876737594604,0.03920780122280121,0,0.5
GDS_R4,5,2,2,0.8697689771652222,0.040807683020830154,1,0.5
GDS_R4,5,2,3,0.004136551637202501,0.006658457685261965,0,0.5
GDS_R4,5,3,1,0.2095807045698166,0.05171063914895058,0,0.5
GDS_R4,5,3,2,0.7557716965675354,0.053603578358888626,1,0.5
GDS_R4,5,3,3,0.006909998133778572,0.01609163172543049,0,0.5
GDS_R4,5,4,1,0.1723531186580658,0.04653788357973099,0,0.5
GDS_R4,5,4,2,0.7841151356697083,0.045766666531562805,1,0.5
GDS_R4,5,4,3,0.008971180766820908,0.016406310722231865,0,0.5
GDS_R5,1,0,1,0.02726517617702484,0.023243704810738564,0,0.5
GDS_R5,1,0,2,0.7576415538787842,0.0542072169482708,1,0.5
GDS_R5,1,0,3,0.23590068519115448,0.10138382762670517,0,0.5
GDS_R5,1,1,1,0.01805281825363636,0.01673929952085018,0,0.5
GDS_R5,1,1,2,0.7588822245597839,0.05419154837727547,1,0.5
GDS_R5,1,1,3,0.2652616500854492,0.12137521058320999,0,0.5
GDS_R5,1,2,1,0.24489986896514893,0.040461357682943344,0,0.5
GDS_R5,1,2,2,0.7355405688285828,0.05157722160220146,1,0.5
GDS_R5,1,2,3,0.039406269788742065,0.04365398362278938,0,0.5
GDS_R5,1,3,1,0.3217519521713257,0.040773648768663406,0,0.5
GDS_R5,1,3,2,0.7316807508468628,0.04493012651801109,1,0.5
GDS_R5,1,3,3,0.0233889389783144,0.032023537904024124,0,0.5
GDS_R5,1,4,1,0.20083637535572052,0.04353974387049675,0,0.5
GDS_R5,1,4,2,0.7270327806472778,0.051798392087221146,1,0.5
GDS_R5,1,4,3,0.05152059718966484,0.06091756373643875,0,0.5
